weather_year,techs,locs,carriers,unit,nameplate_capacity
2010,battery,ALB_1,electricity,tw,9.39173567863831e-05
2010,battery,AUT_1,electricity,tw,4.880932159376744e-05
2010,battery,AUT_2,electricity,tw,7.476116863864732e-05
2010,battery,AUT_3,electricity,tw,0.0001012536789482
2010,battery,BEL_1,electricity,tw,4.3685760110033e-05
2010,battery,BGR_1,electricity,tw,4.658951375051905e-05
2010,battery,BIH_1,electricity,tw,5.869575290991146e-05
2010,battery,CHE_1,electricity,tw,6.623664913102989e-05
2010,battery,CHE_2,electricity,tw,6.49223556995789e-05
2010,battery,CYP_1,electricity,tw,0.0001400963150662
2010,battery,CZE_1,electricity,tw,5.402470534360275e-05
2010,battery,CZE_2,electricity,tw,5.701121529645976e-05
2010,battery,DEU_1,electricity,tw,4.33435101966236e-05
2010,battery,DEU_2,electricity,tw,4.215771528458315e-05
2010,battery,DEU_3,electricity,tw,4.710940549623679e-05
2010,battery,DEU_4,electricity,tw,4.799358468177591e-05
2010,battery,DEU_5,electricity,tw,4.675194498934541e-05
2010,battery,DEU_6,electricity,tw,4.74618628406339e-05
2010,battery,DEU_7,electricity,tw,5.357690380584834e-05
2010,battery,DNK_1,electricity,tw,1.8564105584436566e-05
2010,battery,DNK_2,electricity,tw,2.1300656725179652e-05
2010,battery,ESP_1,electricity,tw,1.773395311263178e-05
2010,battery,ESP_10,electricity,tw,1.8537363749475957e-05
2010,battery,ESP_11,electricity,tw,1.8257364976293377e-05
2010,battery,ESP_2,electricity,tw,1.757639590474856e-05
2010,battery,ESP_3,electricity,tw,1.7756306556051557e-05
2010,battery,ESP_4,electricity,tw,1.765661782911182e-05
2010,battery,ESP_5,electricity,tw,1.8206462119470015e-05
2010,battery,ESP_6,electricity,tw,2.256686259718972e-05
2010,battery,ESP_7,electricity,tw,1.846167387239464e-05
2010,battery,ESP_8,electricity,tw,1.8268127287500054e-05
2010,battery,ESP_9,electricity,tw,1.9823577639943497e-05
2010,battery,EST_1,electricity,tw,3.346160514130303e-05
2010,battery,FIN_1,electricity,tw,1.6639291578045455e-05
2010,battery,FIN_2,electricity,tw,1.70698567267708e-05
2010,battery,FRA_1,electricity,tw,3.653435363821128e-05
2010,battery,FRA_10,electricity,tw,3.636220694631037e-05
2010,battery,FRA_11,electricity,tw,4.2503290586310205e-05
2010,battery,FRA_12,electricity,tw,4.300371939009477e-05
2010,battery,FRA_13,electricity,tw,3.657855752849321e-05
2010,battery,FRA_14,electricity,tw,3.344889036943097e-05
2010,battery,FRA_15,electricity,tw,0.0001713664104499
2010,battery,FRA_2,electricity,tw,4.553067687986893e-05
2010,battery,FRA_3,electricity,tw,0.0001064862184799
2010,battery,FRA_4,electricity,tw,2.8968827267167405e-05
2010,battery,FRA_5,electricity,tw,3.352479095228624e-05
2010,battery,FRA_6,electricity,tw,6.015320029676597e-05
2010,battery,FRA_7,electricity,tw,5.423944946240866e-05
2010,battery,FRA_8,electricity,tw,2.831821486388343e-05
2010,battery,FRA_9,electricity,tw,3.1678102207633535e-05
2010,battery,GBR_1,electricity,tw,1.7924686250696738e-05
2010,battery,GBR_2,electricity,tw,1.865969059685321e-05
2010,battery,GBR_3,electricity,tw,1.7911022010120982e-05
2010,battery,GBR_4,electricity,tw,1.690856268765932e-05
2010,battery,GBR_5,electricity,tw,1.7137584075102576e-05
2010,battery,GBR_6,electricity,tw,1.7311752229221255e-05
2010,battery,GRC_1,electricity,tw,7.246408769208843e-05
2010,battery,GRC_2,electricity,tw,0.0001090770769319
2010,battery,HRV_1,electricity,tw,8.47573319927484e-05
2010,battery,HUN_1,electricity,tw,8.287671341365316e-05
2010,battery,IRL_1,electricity,tw,1.721723343426684e-05
2010,battery,ISL_1,electricity,tw,1.727445428692742e-05
2010,battery,ITA_1,electricity,tw,0.0017194067367652
2010,battery,ITA_2,electricity,tw,0.0144054316515422
2010,battery,ITA_3,electricity,tw,0.0001436798396078
2010,battery,ITA_4,electricity,tw,0.0049954107202832
2010,battery,ITA_5,electricity,tw,0.0021764254699528
2010,battery,ITA_6,electricity,tw,5.972347200628078e-05
2010,battery,LTU_1,electricity,tw,2.88003673966531e-05
2010,battery,LUX_1,electricity,tw,4.234883890190909e-05
2010,battery,LVA_1,electricity,tw,2.9576249006683853e-05
2010,battery,MKD_1,electricity,tw,7.811839248058452e-05
2010,battery,MNE_1,electricity,tw,6.861927578313448e-05
2010,battery,NLD_1,electricity,tw,4.401785939956261e-05
2010,battery,NOR_1,electricity,tw,1.7083429542847477e-05
2010,battery,NOR_2,electricity,tw,1.689532499850567e-05
2010,battery,NOR_3,electricity,tw,1.680338960176763e-05
2010,battery,NOR_4,electricity,tw,1.663061775559247e-05
2010,battery,NOR_5,electricity,tw,1.6594456020585325e-05
2010,battery,NOR_6,electricity,tw,1.6550968255244553e-05
2010,battery,NOR_7,electricity,tw,1.698058616250914e-05
2010,battery,POL_1,electricity,tw,3.956466575643798e-05
2010,battery,POL_2,electricity,tw,4.54814840709874e-05
2010,battery,POL_3,electricity,tw,5.363444889683877e-05
2010,battery,POL_4,electricity,tw,4.107621224049738e-05
2010,battery,POL_5,electricity,tw,4.2818356530354416e-05
2010,battery,PRT_1,electricity,tw,1.8077929875764377e-05
2010,battery,PRT_2,electricity,tw,1.8802189352078905e-05
2010,battery,ROU_1,electricity,tw,3.579276215814548e-05
2010,battery,ROU_2,electricity,tw,3.551423257171523e-05
2010,battery,ROU_3,electricity,tw,2.160156153433092e-05
2010,battery,SRB_1,electricity,tw,6.501121259025371e-05
2010,battery,SVK_1,electricity,tw,4.694852295320157e-05
2010,battery,SVN_1,electricity,tw,7.835342013165879e-05
2010,battery,SWE_1,electricity,tw,1.6685762048208228e-05
2010,battery,SWE_2,electricity,tw,1.650025939010356e-05
2010,battery,SWE_3,electricity,tw,1.7103490789597136e-05
2010,battery,SWE_4,electricity,tw,1.910637000439261e-05
2010,biofuel_boiler,ALB_1,heat,tw,2.9479843108404245e-05
2010,biofuel_boiler,AUT_1,heat,tw,0.0053306320861242
2010,biofuel_boiler,AUT_2,heat,tw,0.0076389293527891
2010,biofuel_boiler,AUT_3,heat,tw,0.0054554377690094
2010,biofuel_boiler,BEL_1,heat,tw,0.013818471253926
2010,biofuel_boiler,BGR_1,heat,tw,0.0105070976370188
2010,biofuel_boiler,BIH_1,heat,tw,0.0031697348666239
2010,biofuel_boiler,CHE_1,heat,tw,0.0070076406315559
2010,biofuel_boiler,CHE_2,heat,tw,0.0024129613761623
2010,biofuel_boiler,CYP_1,heat,tw,1.47041943427439e-05
2010,biofuel_boiler,CZE_1,heat,tw,0.0101878386000209
2010,biofuel_boiler,CZE_2,heat,tw,0.0072505039589307
2010,biofuel_boiler,DEU_1,heat,tw,0.0156289484382331
2010,biofuel_boiler,DEU_2,heat,tw,0.0145816220192214
2010,biofuel_boiler,DEU_3,heat,tw,0.0091956431589747
2010,biofuel_boiler,DEU_4,heat,tw,0.0115489380955596
2010,biofuel_boiler,DEU_5,heat,tw,0.0111329363729595
2010,biofuel_boiler,DEU_6,heat,tw,0.0083508469609309
2010,biofuel_boiler,DEU_7,heat,tw,0.0159667942884889
2010,biofuel_boiler,DNK_1,heat,tw,0.0001727962370844
2010,biofuel_boiler,DNK_2,heat,tw,0.0026479384019092
2010,biofuel_boiler,ESP_1,heat,tw,6.716532673157813e-06
2010,biofuel_boiler,ESP_10,heat,tw,1.2703211846941418e-05
2010,biofuel_boiler,ESP_11,heat,tw,1.3572037196409611e-05
2010,biofuel_boiler,ESP_2,heat,tw,7.750372870587297e-06
2010,biofuel_boiler,ESP_3,heat,tw,1.1738956557179649e-05
2010,biofuel_boiler,ESP_4,heat,tw,9.472272924658046e-06
2010,biofuel_boiler,ESP_5,heat,tw,1.171936108954836e-05
2010,biofuel_boiler,ESP_6,heat,tw,1.3025288510070806e-05
2010,biofuel_boiler,ESP_7,heat,tw,1.4510818715539948e-05
2010,biofuel_boiler,ESP_8,heat,tw,1.5115194654223772e-05
2010,biofuel_boiler,ESP_9,heat,tw,1.309718680376153e-05
2010,biofuel_boiler,EST_1,heat,tw,0.0042674896995195
2010,biofuel_boiler,FIN_1,heat,tw,0.0027013190557867
2010,biofuel_boiler,FIN_2,heat,tw,0.0166189481173534
2010,biofuel_boiler,FRA_1,heat,tw,4.937396924224959e-05
2010,biofuel_boiler,FRA_10,heat,tw,0.0041272670375496
2010,biofuel_boiler,FRA_11,heat,tw,0.0046007720267277
2010,biofuel_boiler,FRA_12,heat,tw,0.0080514209133533
2010,biofuel_boiler,FRA_13,heat,tw,0.0061203949683855
2010,biofuel_boiler,FRA_14,heat,tw,0.0020727226396691
2010,biofuel_boiler,FRA_15,heat,tw,1.843882116772466e-05
2010,biofuel_boiler,FRA_2,heat,tw,6.368852481948928e-05
2010,biofuel_boiler,FRA_3,heat,tw,2.951057389381416e-05
2010,biofuel_boiler,FRA_4,heat,tw,8.299392210216235e-05
2010,biofuel_boiler,FRA_5,heat,tw,0.0049080587601581
2010,biofuel_boiler,FRA_6,heat,tw,0.0044011576208131
2010,biofuel_boiler,FRA_7,heat,tw,0.005782309527037
2010,biofuel_boiler,FRA_8,heat,tw,2.109461772697357e-05
2010,biofuel_boiler,FRA_9,heat,tw,4.864811194038153e-05
2010,biofuel_boiler,GBR_1,heat,tw,2.6330100471670917e-05
2010,biofuel_boiler,GBR_2,heat,tw,2.054775414384681e-05
2010,biofuel_boiler,GBR_3,heat,tw,2.713512580048239e-05
2010,biofuel_boiler,GBR_4,heat,tw,1.2144610202244667e-05
2010,biofuel_boiler,GBR_5,heat,tw,8.32266922525991e-06
2010,biofuel_boiler,GBR_6,heat,tw,9.353766494380562e-06
2010,biofuel_boiler,GRC_1,heat,tw,5.505291069841592e-05
2010,biofuel_boiler,GRC_2,heat,tw,2.927981899208219e-05
2010,biofuel_boiler,HRV_1,heat,tw,0.0045151256312809
2010,biofuel_boiler,HUN_1,heat,tw,0.0198984001411898
2010,biofuel_boiler,IRL_1,heat,tw,1.5980287808434338e-05
2010,biofuel_boiler,ITA_1,heat,tw,0.0171113253650501
2010,biofuel_boiler,ITA_2,heat,tw,7.623875635867063e-05
2010,biofuel_boiler,ITA_3,heat,tw,2.1011147105083742e-05
2010,biofuel_boiler,ITA_4,heat,tw,2.0802872743614413e-05
2010,biofuel_boiler,ITA_5,heat,tw,1.2721203911411716e-05
2010,biofuel_boiler,ITA_6,heat,tw,1.428562168407878e-05
2010,biofuel_boiler,LTU_1,heat,tw,0.006415493237586
2010,biofuel_boiler,LUX_1,heat,tw,0.0005765664099117
2010,biofuel_boiler,LVA_1,heat,tw,0.005945108684007
2010,biofuel_boiler,MKD_1,heat,tw,0.0018389926249637
2010,biofuel_boiler,MNE_1,heat,tw,8.481589446368615e-05
2010,biofuel_boiler,NLD_1,heat,tw,0.0108814208275236
2010,biofuel_boiler,NOR_1,heat,tw,6.586826911192972e-05
2010,biofuel_boiler,NOR_2,heat,tw,0.001780927053796
2010,biofuel_boiler,NOR_3,heat,tw,0.0010245699504355
2010,biofuel_boiler,NOR_4,heat,tw,0.0040952302675488
2010,biofuel_boiler,NOR_5,heat,tw,0.0009525375572549
2010,biofuel_boiler,NOR_6,heat,tw,0.0012230348570573
2010,biofuel_boiler,NOR_7,heat,tw,2.852614818481844e-05
2010,biofuel_boiler,POL_1,heat,tw,0.0128324396830414
2010,biofuel_boiler,POL_2,heat,tw,0.0095961578255444
2010,biofuel_boiler,POL_3,heat,tw,0.0063930111008067
2010,biofuel_boiler,POL_4,heat,tw,0.0129549740657675
2010,biofuel_boiler,POL_5,heat,tw,0.0111596047097118
2010,biofuel_boiler,PRT_1,heat,tw,8.273558789145987e-06
2010,biofuel_boiler,PRT_2,heat,tw,1.0796835293652203e-05
2010,biofuel_boiler,ROU_1,heat,tw,0.007528416365035
2010,biofuel_boiler,ROU_2,heat,tw,0.0147884530750873
2010,biofuel_boiler,ROU_3,heat,tw,0.0125414103030562
2010,biofuel_boiler,SRB_1,heat,tw,0.0104447071434137
2010,biofuel_boiler,SVK_1,heat,tw,0.0083260998269113
2010,biofuel_boiler,SVN_1,heat,tw,0.0051343942063325
2010,biofuel_boiler,SWE_1,heat,tw,0.0005920416776096
2010,biofuel_boiler,SWE_2,heat,tw,0.0021772232067187
2010,biofuel_boiler,SWE_3,heat,tw,0.0172510950872722
2010,biofuel_boiler,SWE_4,heat,tw,0.0030969231432429
2010,biofuel_supply,ALB_1,biofuel,tw,0.0006928676007391
2010,biofuel_supply,AUT_1,biofuel,tw,0.0066700950450403
2010,biofuel_supply,AUT_2,biofuel,tw,0.009555445999428
2010,biofuel_supply,AUT_3,biofuel,tw,0.0068236863612798
2010,biofuel_supply,BEL_1,biofuel,tw,0.0172795692455114
2010,biofuel_supply,BGR_1,biofuel,tw,0.013390335373204
2010,biofuel_supply,BIH_1,biofuel,tw,0.0040250727461146
2010,biofuel_supply,CHE_1,biofuel,tw,0.0087683875989132
2010,biofuel_supply,CHE_2,biofuel,tw,0.0030213122497996
2010,biofuel_supply,CYP_1,biofuel,tw,0.0002558873465804
2010,biofuel_supply,CZE_1,biofuel,tw,0.0127398486816921
2010,biofuel_supply,CZE_2,biofuel,tw,0.009067682831365
2010,biofuel_supply,DEU_1,biofuel,tw,0.0195410904208296
2010,biofuel_supply,DEU_2,biofuel,tw,0.0182319220497045
2010,biofuel_supply,DEU_3,biofuel,tw,0.0114996650136964
2010,biofuel_supply,DEU_4,biofuel,tw,0.0144409843646389
2010,biofuel_supply,DEU_5,biofuel,tw,0.0139217433920913
2010,biofuel_supply,DEU_6,biofuel,tw,0.0104441486907506
2010,biofuel_supply,DEU_7,biofuel,tw,0.019964959963496
2010,biofuel_supply,DNK_1,biofuel,tw,0.0012057210538418
2010,biofuel_supply,DNK_2,biofuel,tw,0.0033162680011693
2010,biofuel_supply,ESP_1,biofuel,tw,0.0009965369542682
2010,biofuel_supply,ESP_10,biofuel,tw,0.0011652879500563
2010,biofuel_supply,ESP_11,biofuel,tw,0.0012187461921539
2010,biofuel_supply,ESP_2,biofuel,tw,0.0012186864812323
2010,biofuel_supply,ESP_3,biofuel,tw,0.0012297955337991
2010,biofuel_supply,ESP_4,biofuel,tw,0.0009875189205068
2010,biofuel_supply,ESP_5,biofuel,tw,0.0007592876887253
2010,biofuel_supply,ESP_6,biofuel,tw,0.0011867501287167
2010,biofuel_supply,ESP_7,biofuel,tw,0.0004781686301506
2010,biofuel_supply,ESP_8,biofuel,tw,0.0012165994292533
2010,biofuel_supply,ESP_9,biofuel,tw,0.0008867175927689
2010,biofuel_supply,EST_1,biofuel,tw,0.0062871094876548
2010,biofuel_supply,FIN_1,biofuel,tw,0.0051361284192782
2010,biofuel_supply,FIN_2,biofuel,tw,0.0207797831310896
2010,biofuel_supply,FRA_1,biofuel,tw,0.0014671740157986
2010,biofuel_supply,FRA_10,biofuel,tw,0.0051658093735769
2010,biofuel_supply,FRA_11,biofuel,tw,0.0057617465785447
2010,biofuel_supply,FRA_12,biofuel,tw,0.0100712282073153
2010,biofuel_supply,FRA_13,biofuel,tw,0.0076601213061601
2010,biofuel_supply,FRA_14,biofuel,tw,0.0025967719819683
2010,biofuel_supply,FRA_15,biofuel,tw,0.0010031557967711
2010,biofuel_supply,FRA_2,biofuel,tw,0.0013136535518271
2010,biofuel_supply,FRA_3,biofuel,tw,0.0012406642615632
2010,biofuel_supply,FRA_4,biofuel,tw,0.0013310889403054
2010,biofuel_supply,FRA_5,biofuel,tw,0.007772146105822
2010,biofuel_supply,FRA_6,biofuel,tw,0.0055135511767359
2010,biofuel_supply,FRA_7,biofuel,tw,0.0072391267087987
2010,biofuel_supply,FRA_8,biofuel,tw,0.0012281413393921
2010,biofuel_supply,FRA_9,biofuel,tw,0.0011414040085233
2010,biofuel_supply,GBR_1,biofuel,tw,0.0007116375474159
2010,biofuel_supply,GBR_2,biofuel,tw,0.0007639344401669
2010,biofuel_supply,GBR_3,biofuel,tw,0.0011833566055251
2010,biofuel_supply,GBR_4,biofuel,tw,0.0012221007479214
2010,biofuel_supply,GBR_5,biofuel,tw,0.0012215636948896
2010,biofuel_supply,GBR_6,biofuel,tw,0.0001839744334496
2010,biofuel_supply,GRC_1,biofuel,tw,0.0011491888827009
2010,biofuel_supply,GRC_2,biofuel,tw,0.0007797907616015
2010,biofuel_supply,HRV_1,biofuel,tw,0.0056518967135545
2010,biofuel_supply,HUN_1,biofuel,tw,0.024879951451401
2010,biofuel_supply,IRL_1,biofuel,tw,0.0008834192120507
2010,biofuel_supply,ITA_1,biofuel,tw,0.0213978860034975
2010,biofuel_supply,ITA_2,biofuel,tw,0.0011764207143212
2010,biofuel_supply,ITA_3,biofuel,tw,0.0010794442479508
2010,biofuel_supply,ITA_4,biofuel,tw,0.0012268117585482
2010,biofuel_supply,ITA_5,biofuel,tw,0.0009070702322668
2010,biofuel_supply,ITA_6,biofuel,tw,0.0009863604392406
2010,biofuel_supply,LTU_1,biofuel,tw,0.0088892479990746
2010,biofuel_supply,LUX_1,biofuel,tw,0.000724941720961
2010,biofuel_supply,LVA_1,biofuel,tw,0.0088961635585313
2010,biofuel_supply,MKD_1,biofuel,tw,0.0023298609972189
2010,biofuel_supply,MNE_1,biofuel,tw,0.00098341775492
2010,biofuel_supply,NLD_1,biofuel,tw,0.0136073468247392
2010,biofuel_supply,NOR_1,biofuel,tw,0.0007588386877196
2010,biofuel_supply,NOR_2,biofuel,tw,0.0022325028362711
2010,biofuel_supply,NOR_3,biofuel,tw,0.0014948098447209
2010,biofuel_supply,NOR_4,biofuel,tw,0.0051239891850655
2010,biofuel_supply,NOR_5,biofuel,tw,0.0014910375384506
2010,biofuel_supply,NOR_6,biofuel,tw,0.0024635842105486
2010,biofuel_supply,NOR_7,biofuel,tw,3.86331097230186e-05
2010,biofuel_supply,POL_1,biofuel,tw,0.016045186745956
2010,biofuel_supply,POL_2,biofuel,tw,0.0120000402641591
2010,biofuel_supply,POL_3,biofuel,tw,0.0079955394729333
2010,biofuel_supply,POL_4,biofuel,tw,0.0161985680071256
2010,biofuel_supply,POL_5,biofuel,tw,0.0139546746684708
2010,biofuel_supply,PRT_1,biofuel,tw,0.0013294787545189
2010,biofuel_supply,PRT_2,biofuel,tw,0.0009079601069843
2010,biofuel_supply,ROU_1,biofuel,tw,0.0108154622220056
2010,biofuel_supply,ROU_2,biofuel,tw,0.0184925343443405
2010,biofuel_supply,ROU_3,biofuel,tw,0.015683855043261
2010,biofuel_supply,SRB_1,biofuel,tw,0.0130657981618384
2010,biofuel_supply,SVK_1,biofuel,tw,0.0104132898556785
2010,biofuel_supply,SVN_1,biofuel,tw,0.006639994071784
2010,biofuel_supply,SWE_1,biofuel,tw,0.0023701272410745
2010,biofuel_supply,SWE_2,biofuel,tw,0.0054388156153805
2010,biofuel_supply,SWE_3,biofuel,tw,0.0215721783868787
2010,biofuel_supply,SWE_4,biofuel,tw,0.0047085366685367
2010,biofuel_to_diesel,ALB_1,diesel,tw,0.0003883365114536
2010,biofuel_to_diesel,AUT_1,diesel,tw,2.593328792721036e-06
2010,biofuel_to_diesel,AUT_2,diesel,tw,1.9582419188287234e-06
2010,biofuel_to_diesel,AUT_3,diesel,tw,1.2970554436583332e-06
2010,biofuel_to_diesel,BEL_1,diesel,tw,1.967300267677032e-06
2010,biofuel_to_diesel,BGR_1,diesel,tw,0.0001472210796418
2010,biofuel_to_diesel,BIH_1,diesel,tw,3.2115397182088644e-05
2010,biofuel_to_diesel,CHE_1,diesel,tw,2.2175631604395948e-06
2010,biofuel_to_diesel,CHE_2,diesel,tw,1.0648785662258204e-06
2010,biofuel_to_diesel,CYP_1,diesel,tw,0.0001404443260893
2010,biofuel_to_diesel,CZE_1,diesel,tw,1.5217207367610231e-06
2010,biofuel_to_diesel,CZE_2,diesel,tw,1.3618977339852511e-06
2010,biofuel_to_diesel,DEU_1,diesel,tw,1.5201086566643323e-06
2010,biofuel_to_diesel,DEU_2,diesel,tw,1.4954992302593196e-06
2010,biofuel_to_diesel,DEU_3,diesel,tw,1.4492873668697342e-06
2010,biofuel_to_diesel,DEU_4,diesel,tw,1.4791763487934574e-06
2010,biofuel_to_diesel,DEU_5,diesel,tw,1.6680354809997364e-06
2010,biofuel_to_diesel,DEU_6,diesel,tw,1.623762541099581e-06
2010,biofuel_to_diesel,DEU_7,diesel,tw,2.076121016296016e-06
2010,biofuel_to_diesel,DNK_1,diesel,tw,0.0005921962791883
2010,biofuel_to_diesel,DNK_2,diesel,tw,2.627828369063338e-06
2010,biofuel_to_diesel,ESP_1,diesel,tw,0.0005874781902219
2010,biofuel_to_diesel,ESP_10,diesel,tw,0.0006884779784185
2010,biofuel_to_diesel,ESP_11,diesel,tw,0.0007160581285761
2010,biofuel_to_diesel,ESP_2,diesel,tw,0.0007199509643281
2010,biofuel_to_diesel,ESP_3,diesel,tw,0.00072335496623
2010,biofuel_to_diesel,ESP_4,diesel,tw,0.0005839480266347
2010,biofuel_to_diesel,ESP_5,diesel,tw,0.0004454787715927
2010,biofuel_to_diesel,ESP_6,diesel,tw,0.0006963067328973
2010,biofuel_to_diesel,ESP_7,diesel,tw,0.0002750073524149
2010,biofuel_to_diesel,ESP_8,diesel,tw,0.0007131352229284
2010,biofuel_to_diesel,ESP_9,diesel,tw,0.0005175307057307
2010,biofuel_to_diesel,EST_1,diesel,tw,0.0005697674174491
2010,biofuel_to_diesel,FIN_1,diesel,tw,0.0010539991819201
2010,biofuel_to_diesel,FIN_2,diesel,tw,1.9627524720820064e-06
2010,biofuel_to_diesel,FRA_1,diesel,tw,0.0008357757462721
2010,biofuel_to_diesel,FRA_10,diesel,tw,2.071193988726643e-06
2010,biofuel_to_diesel,FRA_11,diesel,tw,4.9149384586139e-06
2010,biofuel_to_diesel,FRA_12,diesel,tw,2.096470828642253e-06
2010,biofuel_to_diesel,FRA_13,diesel,tw,3.211743533795748e-06
2010,biofuel_to_diesel,FRA_14,diesel,tw,2.274509171729593e-06
2010,biofuel_to_diesel,FRA_15,diesel,tw,0.0005865215569833
2010,biofuel_to_diesel,FRA_2,diesel,tw,0.0007338154781106
2010,biofuel_to_diesel,FRA_3,diesel,tw,0.000715751759998
2010,biofuel_to_diesel,FRA_4,diesel,tw,0.0007348483324834
2010,biofuel_to_diesel,FRA_5,diesel,tw,0.000980532917424
2010,biofuel_to_diesel,FRA_6,diesel,tw,4.027581769722426e-06
2010,biofuel_to_diesel,FRA_7,diesel,tw,3.725715723344076e-06
2010,biofuel_to_diesel,FRA_8,diesel,tw,0.0007146714787394
2010,biofuel_to_diesel,FRA_9,diesel,tw,0.0006470058086185
2010,biofuel_to_diesel,GBR_1,diesel,tw,0.0004053511260495
2010,biofuel_to_diesel,GBR_2,diesel,tw,0.0004412121660808
2010,biofuel_to_diesel,GBR_3,diesel,tw,0.0006833513131825
2010,biofuel_to_diesel,GBR_4,diesel,tw,0.0007180140732805
2010,biofuel_to_diesel,GBR_5,diesel,tw,0.00071972609574
2010,biofuel_to_diesel,GBR_6,diesel,tw,9.823991676657692e-05
2010,biofuel_to_diesel,GRC_1,diesel,tw,0.0006428660172432
2010,biofuel_to_diesel,GRC_2,diesel,tw,0.0004438621185981
2010,biofuel_to_diesel,HRV_1,diesel,tw,2.558732126848369e-06
2010,biofuel_to_diesel,HUN_1,diesel,tw,2.1584857446859067e-06
2010,biofuel_to_diesel,IRL_1,diesel,tw,0.0005154803774431
2010,biofuel_to_diesel,ITA_1,diesel,tw,2.872765636562809e-06
2010,biofuel_to_diesel,ITA_2,diesel,tw,0.0006426003190687
2010,biofuel_to_diesel,ITA_3,diesel,tw,0.0006262894323329
2010,biofuel_to_diesel,ITA_4,diesel,tw,0.0007150609834187
2010,biofuel_to_diesel,ITA_5,diesel,tw,0.0005297784165398
2010,biofuel_to_diesel,ITA_6,diesel,tw,0.0005759506718303
2010,biofuel_to_diesel,LTU_1,diesel,tw,0.0005149036086377
2010,biofuel_to_diesel,LUX_1,diesel,tw,1.4738822205213482e-06
2010,biofuel_to_diesel,LVA_1,diesel,tw,0.0008709094792037
2010,biofuel_to_diesel,MKD_1,diesel,tw,1.426575746342486e-05
2010,biofuel_to_diesel,MNE_1,diesel,tw,0.0005205905955911
2010,biofuel_to_diesel,NLD_1,diesel,tw,1.67088172354471e-06
2010,biofuel_to_diesel,NOR_1,diesel,tw,0.0004046419110419
2010,biofuel_to_diesel,NOR_2,diesel,tw,2.060026371480289e-06
2010,biofuel_to_diesel,NOR_3,diesel,tw,0.0001236692564511
2010,biofuel_to_diesel,NOR_4,diesel,tw,1.56333014993472e-06
2010,biofuel_to_diesel,NOR_5,diesel,tw,0.0001752808432762
2010,biofuel_to_diesel,NOR_6,diesel,tw,0.0005553001557554
2010,biofuel_to_diesel,NOR_7,diesel,tw,9.657383506641275e-07
2010,biofuel_to_diesel,POL_1,diesel,tw,1.24685533847346e-06
2010,biofuel_to_diesel,POL_2,diesel,tw,1.3595212728205737e-06
2010,biofuel_to_diesel,POL_3,diesel,tw,1.3191657995866204e-06
2010,biofuel_to_diesel,POL_4,diesel,tw,1.3895813540541802e-06
2010,biofuel_to_diesel,POL_5,diesel,tw,1.5501553794478217e-06
2010,biofuel_to_diesel,PRT_1,diesel,tw,0.0007848334912168
2010,biofuel_to_diesel,PRT_2,diesel,tw,0.0005308992019256
2010,biofuel_to_diesel,ROU_1,diesel,tw,0.0008355073750678
2010,biofuel_to_diesel,ROU_2,diesel,tw,1.9807111995557976e-06
2010,biofuel_to_diesel,ROU_3,diesel,tw,1.998681725048137e-06
2010,biofuel_to_diesel,SRB_1,diesel,tw,3.126740448825449e-06
2010,biofuel_to_diesel,SVK_1,diesel,tw,1.6446361290414851e-06
2010,biofuel_to_diesel,SVN_1,diesel,tw,0.0001263626273463
2010,biofuel_to_diesel,SWE_1,diesel,tw,0.0009766660708034
2010,biofuel_to_diesel,SWE_2,diesel,tw,0.001629146531171
2010,biofuel_to_diesel,SWE_3,diesel,tw,2.7334937286774352e-06
2010,biofuel_to_diesel,SWE_4,diesel,tw,0.000496480741614
2010,biofuel_to_methane,ALB_1,methane,tw,1.1468926416130565e-06
2010,biofuel_to_methane,AUT_1,methane,tw,8.869179484553929e-07
2010,biofuel_to_methane,AUT_2,methane,tw,8.032273273159472e-07
2010,biofuel_to_methane,AUT_3,methane,tw,6.63386610247335e-07
2010,biofuel_to_methane,BEL_1,methane,tw,7.19533077238986e-07
2010,biofuel_to_methane,BGR_1,methane,tw,9.408574227597336e-07
2010,biofuel_to_methane,BIH_1,methane,tw,1.1916051356757549e-06
2010,biofuel_to_methane,CHE_1,methane,tw,1.033643625611879e-06
2010,biofuel_to_methane,CHE_2,methane,tw,1.0135502780716916e-06
2010,biofuel_to_methane,CYP_1,methane,tw,9.50265639496074e-07
2010,biofuel_to_methane,CZE_1,methane,tw,6.83671861961556e-07
2010,biofuel_to_methane,CZE_2,methane,tw,6.637001240108561e-07
2010,biofuel_to_methane,DEU_1,methane,tw,6.378161847033314e-07
2010,biofuel_to_methane,DEU_2,methane,tw,6.629387328204012e-07
2010,biofuel_to_methane,DEU_3,methane,tw,6.624667333520637e-07
2010,biofuel_to_methane,DEU_4,methane,tw,6.666464534264159e-07
2010,biofuel_to_methane,DEU_5,methane,tw,6.96803210526648e-07
2010,biofuel_to_methane,DEU_6,methane,tw,7.21926540689201e-07
2010,biofuel_to_methane,DEU_7,methane,tw,7.210721100285884e-07
2010,biofuel_to_methane,DNK_1,methane,tw,9.71430738942715e-07
2010,biofuel_to_methane,DNK_2,methane,tw,8.001290680471344e-07
2010,biofuel_to_methane,ESP_1,methane,tw,8.915849174124327e-07
2010,biofuel_to_methane,ESP_10,methane,tw,8.893744827161047e-07
2010,biofuel_to_methane,ESP_11,methane,tw,8.910170617275773e-07
