locs,spores,techs,energy_cap,cases,to_locs,names,colors,inheritance,locs_coordinates_lat,locs_coordinates_lon,to_locs_coordinates_lat,to_locs_coordinates_lon,carrier_in,carrier_out,case_spore,spores_numeric
NL,4,free_transmission:NL_3,2.840235404513772,spores_hist_2023,NL_3,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,51.52388500203772,3.4380682444702297,electricity,electricity,spores_hist_2023_4,15
NL,4,free_transmission:NL_4,1.3912504699197132,spores_hist_2023,NL_4,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,53.45675484627952,6.7449528847875175,electricity,electricity,spores_hist_2023_4,15
NL,4,import_ammonia_cracker,0.8850404691192778,spores_hist_2023,,Import - Ammonia cracker,#d486af,terminal_import.supply,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_4,15
NL,4,import_lng_terminal,75.83290870742482,spores_hist_2023,,Import - LNG terminal,#caa9e7,terminal_import.supply,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_4,15
NL,4,load_shedding_elc,0.0,spores_hist_2023,,Load shedding - Electricity,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_4,15
NL,4,load_shedding_gas,0.0,spores_hist_2023,,Load shedding - Gas,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_4,15
NL,4,load_shedding_hyd,0.0,spores_hist_2023,,Load shedding - Hydrogen,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_4,15
NL,4,pp_ccgt_gas,0.6880287783080302,spores_hist_2023,,CCGT - Gas,#c2d2f3,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_4,15
NL,4,pp_ccgt_gas_ccs,0.090330381691972,spores_hist_2023,,CCGT - Gas /w CCS,#d6f0ef,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_4,15
NL,4,pp_ccgt_hyd,0.0,spores_hist_2023,,CCGT - Hydrogen,#19122b,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,hydrogen,electricity,spores_hist_2023_4,15
NL,4,pp_nuclear_gen3,0.0,spores_hist_2023,,Nuclear - Gen III,#00bcd4,solid_fuel_power_plants.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_4,15
NL,4,pp_nuclear_smr,3.702926677836654,spores_hist_2023,,Nuclear - SMR,#009688,solid_fuel_power_plants.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_4,15
NL,4,pp_ocgt_gas,1.4119470070355535,spores_hist_2023,,OCGT - Gas,#17344c,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_4,15
NL,4,pp_ocgt_hyd,0.3290454974697764,spores_hist_2023,,OCGT - Hydrogen,#185b48,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,hydrogen,electricity,spores_hist_2023_4,15
NL,4,pv_rooftop,0.0,spores_hist_2023,,Renewables - Rooftop PV,#ffeb3b,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_4,15
NL,4,pv_utility,0.0,spores_hist_2023,,Renewables - Utility PV,#cddc39,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_4,15
NL,4,reformer_atr_ccs_98,4.838904374555537,spores_hist_2023,,Reformer - ATR /w CCS,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_4,15
NL,4,reformer_smr,0.0,spores_hist_2023,,Reformer - SMR,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_4,15
NL,4,reformer_smr_ccs_90,0.0,spores_hist_2023,,Reformer - SMR /w CCS,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_4,15
NL,4,saltcavern_gas,3.75,spores_hist_2023,,Salt cavern - Gas,#7e7a36,saltcavern_systems.storage,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_4,15
NL,4,saltcavern_hyd,0.9515985883139224,spores_hist_2023,,Salt cavern - Hydrogen,#bc7967,saltcavern_systems.storage,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_4,15
NL,4,wind_offshore,1.6906914909688826,spores_hist_2023,,Wind farm - offshore,#4caf50,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_4,15
NL,4,wind_onshore,2.212579145645711,spores_hist_2023,,Wind farm - onshore,#8bc34a,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_4,15
NL_1,4,free_transmission:NL,2.9479476767845263,spores_hist_2023,NL,Free power transmission,#808080,power_transmission.transmission,51.96367578600893,6.807852774557378,52.0883139998647,5.3291269064473,electricity,electricity,spores_hist_2023_4,15
NL_1,4,transmission_hvac:DE,3.0,spores_hist_2023,DE,Transmission - Electricity HVAC,#795548,power_transmission.transmission,51.96367578600893,6.807852774557378,52.02040854483887,7.279926060167003,electricity,electricity,spores_hist_2023_4,15
NL_2,4,free_transmission:NL,1.6705036835112317,spores_hist_2023,NL,Free power transmission,#808080,power_transmission.transmission,51.38011179173071,5.075031073065831,52.0883139998647,5.3291269064473,electricity,electricity,spores_hist_2023_4,15
NL_2,4,transmission_hvac:BE,1.7,spores_hist_2023,BE,Transmission - Electricity HVAC,#795548,power_transmission.transmission,51.38011179173071,5.075031073065831,51.31726620661365,4.378136579035989,electricity,electricity,spores_hist_2023_4,15
NL_3,4,free_transmission:NL,2.840235404513772,spores_hist_2023,NL,Free power transmission,#808080,power_transmission.transmission,51.52388500203772,3.4380682444702297,52.0883139998647,5.3291269064473,electricity,electricity,spores_hist_2023_4,15
NL_3,4,transmission_hvdc:UK,2.85,spores_hist_2023,UK,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,51.52388500203772,3.4380682444702297,51.41852859078181,0.8455375006800074,electricity,electricity,spores_hist_2023_4,15
NL_4,4,free_transmission:NL,1.3912504699197132,spores_hist_2023,NL,Free power transmission,#808080,power_transmission.transmission,53.45675484627952,6.7449528847875175,52.0883139998647,5.3291269064473,electricity,electricity,spores_hist_2023_4,15
NL_4,4,transmission_hvdc:DK,0.6999999999999998,spores_hist_2023,DK,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,53.45675484627952,6.7449528847875175,55.4325571130993,8.401542890776913,electricity,electricity,spores_hist_2023_4,15
NL_4,4,transmission_hvdc:NO,0.6999999999999998,spores_hist_2023,NO,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,53.45675484627952,6.7449528847875175,58.0951126628901,6.621045450274671,electricity,electricity,spores_hist_2023_4,15
NO,4,import_elc_interconnector,0.7,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,58.0951126628901,6.621045450274671,,,electricity,electricity,spores_hist_2023_4,15
NO,4,transmission_hvdc:NL_4,0.6999999999999998,spores_hist_2023,NL_4,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,58.0951126628901,6.621045450274671,53.45675484627952,6.7449528847875175,electricity,electricity,spores_hist_2023_4,15
UK,4,import_elc_interconnector,3.0,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,51.41852859078181,0.8455375006800074,,,electricity,electricity,spores_hist_2023_4,15
UK,4,transmission_hvdc:NL_3,2.85,spores_hist_2023,NL_3,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,51.41852859078181,0.8455375006800074,51.52388500203772,3.4380682444702297,electricity,electricity,spores_hist_2023_4,15
BE,5,import_elc_interconnector,3.4,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,51.31726620661365,4.378136579035989,,,electricity,electricity,spores_hist_2023_5,16
BE,5,transmission_hvac:NL_2,1.7,spores_hist_2023,NL_2,Transmission - Electricity HVAC,#795548,power_transmission.transmission,51.31726620661365,4.378136579035989,51.38011179173071,5.075031073065831,electricity,electricity,spores_hist_2023_5,16
DE,5,import_elc_interconnector,6.0,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,52.02040854483887,7.279926060167003,,,electricity,electricity,spores_hist_2023_5,16
DE,5,transmission_hvac:NL_1,3.2018908453844115,spores_hist_2023,NL_1,Transmission - Electricity HVAC,#795548,power_transmission.transmission,52.02040854483887,7.279926060167003,51.96367578600893,6.807852774557378,electricity,electricity,spores_hist_2023_5,16
DK,5,import_elc_interconnector,0.7,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,55.4325571130993,8.401542890776913,,,electricity,electricity,spores_hist_2023_5,16
DK,5,transmission_hvdc:NL_4,0.6999999999999998,spores_hist_2023,NL_4,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,55.4325571130993,8.401542890776913,53.45675484627952,6.7449528847875175,electricity,electricity,spores_hist_2023_5,16
NL,5,bss_liion,0.0,spores_hist_2023,,Battery storage - Lithium,#19122b,battery_systems.storage,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,bss_nas,3.633925072207925,spores_hist_2023,,Battery storage - NaS,#17344c,battery_systems.storage,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,bss_vanadium,0.0866743490632128,spores_hist_2023,,Battery storage - Vanadium,#185b48,battery_systems.storage,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,co2_atmosphere,1247.0,spores_hist_2023,,CO2 - Atmospheric emissions,#ffc107,curtailment.demand,52.0883139998647,5.3291269064473,,,co2_emitted,co2_emitted,spores_hist_2023_5,16
NL,5,co2_storage,756.0,spores_hist_2023,,CO2 - Capture and storage,#ffc107,curtailment.demand,52.0883139998647,5.3291269064473,,,co2_pure,co2_pure,spores_hist_2023_5,16
NL,5,demand_elc,20.0,spores_hist_2023,,Firm demand - Electricity,#ffc107,demand,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,demand_gas,77.0,spores_hist_2023,,Firm demand - Gas,#607d8b,demand,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_5,16
NL,5,demand_hyd,6.0,spores_hist_2023,,Firm demand - Hydrogen,#3f51b5 ,demand,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_5,16
NL,5,electrolyser_alk,0.0,spores_hist_2023,,Electrolyser - Alkaline,#3c7632,electrolyser_plants.conversion,52.0883139998647,5.3291269064473,,,electricity,hydrogen,spores_hist_2023_5,16
NL,5,electrolyser_pem,0.0,spores_hist_2023,,Electrolyser - PEM,#7e7a36,electrolyser_plants.conversion,52.0883139998647,5.3291269064473,,,electricity,hydrogen,spores_hist_2023_5,16
NL,5,electrolyser_soe,0.0,spores_hist_2023,,Electrolyser - SOE,#bc7967,electrolyser_plants.conversion,52.0883139998647,5.3291269064473,,,electricity,hydrogen,spores_hist_2023_5,16
NL,5,free_transmission:NL_1,3.1463355596562064,spores_hist_2023,NL_1,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,51.96367578600893,6.807852774557378,electricity,electricity,spores_hist_2023_5,16
NL,5,free_transmission:NL_2,1.6705036835112317,spores_hist_2023,NL_2,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,51.38011179173071,5.075031073065831,electricity,electricity,spores_hist_2023_5,16
NL,5,free_transmission:NL_3,2.9149784414746605,spores_hist_2023,NL_3,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,51.52388500203772,3.4380682444702297,electricity,electricity,spores_hist_2023_5,16
NL,5,free_transmission:NL_4,1.3912504699197132,spores_hist_2023,NL_4,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,53.45675484627952,6.7449528847875175,electricity,electricity,spores_hist_2023_5,16
NL,5,import_ammonia_cracker,2.7653406073548816,spores_hist_2023,,Import - Ammonia cracker,#d486af,terminal_import.supply,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_5,16
NL,5,import_lng_terminal,73.05612588274876,spores_hist_2023,,Import - LNG terminal,#caa9e7,terminal_import.supply,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_5,16
NL,5,load_shedding_elc,0.0,spores_hist_2023,,Load shedding - Electricity,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,load_shedding_gas,0.0,spores_hist_2023,,Load shedding - Gas,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_5,16
NL,5,load_shedding_hyd,0.0,spores_hist_2023,,Load shedding - Hydrogen,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_5,16
NL,5,pp_ccgt_gas,0.0,spores_hist_2023,,CCGT - Gas,#c2d2f3,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_5,16
NL,5,pp_ccgt_gas_ccs,0.0,spores_hist_2023,,CCGT - Gas /w CCS,#d6f0ef,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_5,16
NL,5,pp_ccgt_hyd,0.5165658135672903,spores_hist_2023,,CCGT - Hydrogen,#19122b,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,hydrogen,electricity,spores_hist_2023_5,16
NL,5,pp_nuclear_gen3,0.0,spores_hist_2023,,Nuclear - Gen III,#00bcd4,solid_fuel_power_plants.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,pp_nuclear_smr,3.379851192541393,spores_hist_2023,,Nuclear - SMR,#009688,solid_fuel_power_plants.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,pp_ocgt_gas,2.060388710345068,spores_hist_2023,,OCGT - Gas,#17344c,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_5,16
NL,5,pp_ocgt_hyd,0.0,spores_hist_2023,,OCGT - Hydrogen,#185b48,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,hydrogen,electricity,spores_hist_2023_5,16
NL,5,pv_rooftop,0.3555990075858623,spores_hist_2023,,Renewables - Rooftop PV,#ffeb3b,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,pv_utility,0.0,spores_hist_2023,,Renewables - Utility PV,#cddc39,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,reformer_atr_ccs_98,3.228536334795565,spores_hist_2023,,Reformer - ATR /w CCS,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_5,16
NL,5,reformer_smr,0.0,spores_hist_2023,,Reformer - SMR,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_5,16
NL,5,reformer_smr_ccs_90,0.0,spores_hist_2023,,Reformer - SMR /w CCS,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_5,16
NL,5,saltcavern_gas,3.75,spores_hist_2023,,Salt cavern - Gas,#7e7a36,saltcavern_systems.storage,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_5,16
NL,5,saltcavern_hyd,0.5748286375393339,spores_hist_2023,,Salt cavern - Hydrogen,#bc7967,saltcavern_systems.storage,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_5,16
NL,5,wind_offshore,1.5825791567562386,spores_hist_2023,,Wind farm - offshore,#4caf50,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL,5,wind_onshore,2.971168068257453,spores_hist_2023,,Wind farm - onshore,#8bc34a,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_5,16
NL_1,5,free_transmission:NL,3.1463355596562064,spores_hist_2023,NL,Free power transmission,#808080,power_transmission.transmission,51.96367578600893,6.807852774557378,52.0883139998647,5.3291269064473,electricity,electricity,spores_hist_2023_5,16
NL_1,5,transmission_hvac:DE,3.2018908453844115,spores_hist_2023,DE,Transmission - Electricity HVAC,#795548,power_transmission.transmission,51.96367578600893,6.807852774557378,52.02040854483887,7.279926060167003,electricity,electricity,spores_hist_2023_5,16
NL_2,5,free_transmission:NL,1.6705036835112317,spores_hist_2023,NL,Free power transmission,#808080,power_transmission.transmission,51.38011179173071,5.075031073065831,52.0883139998647,5.3291269064473,electricity,electricity,spores_hist_2023_5,16
NL_2,5,transmission_hvac:BE,1.7,spores_hist_2023,BE,Transmission - Electricity HVAC,#795548,power_transmission.transmission,51.38011179173071,5.075031073065831,51.31726620661365,4.378136579035989,electricity,electricity,spores_hist_2023_5,16
NL_3,5,free_transmission:NL,2.9149784414746605,spores_hist_2023,NL,Free power transmission,#808080,power_transmission.transmission,51.52388500203772,3.4380682444702297,52.0883139998647,5.3291269064473,electricity,electricity,spores_hist_2023_5,16
NL_3,5,transmission_hvdc:UK,2.925,spores_hist_2023,UK,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,51.52388500203772,3.4380682444702297,51.41852859078181,0.8455375006800074,electricity,electricity,spores_hist_2023_5,16
NL_4,5,free_transmission:NL,1.3912504699197132,spores_hist_2023,NL,Free power transmission,#808080,power_transmission.transmission,53.45675484627952,6.7449528847875175,52.0883139998647,5.3291269064473,electricity,electricity,spores_hist_2023_5,16
NL_4,5,transmission_hvdc:DK,0.6999999999999998,spores_hist_2023,DK,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,53.45675484627952,6.7449528847875175,55.4325571130993,8.401542890776913,electricity,electricity,spores_hist_2023_5,16
NL_4,5,transmission_hvdc:NO,0.6999999999999997,spores_hist_2023,NO,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,53.45675484627952,6.7449528847875175,58.0951126628901,6.621045450274671,electricity,electricity,spores_hist_2023_5,16
NO,5,import_elc_interconnector,0.7,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,58.0951126628901,6.621045450274671,,,electricity,electricity,spores_hist_2023_5,16
NO,5,transmission_hvdc:NL_4,0.6999999999999997,spores_hist_2023,NL_4,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,58.0951126628901,6.621045450274671,53.45675484627952,6.7449528847875175,electricity,electricity,spores_hist_2023_5,16
UK,5,import_elc_interconnector,3.0,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,51.41852859078181,0.8455375006800074,,,electricity,electricity,spores_hist_2023_5,16
UK,5,transmission_hvdc:NL_3,2.925,spores_hist_2023,NL_3,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,51.41852859078181,0.8455375006800074,51.52388500203772,3.4380682444702297,electricity,electricity,spores_hist_2023_5,16
BE,6,import_elc_interconnector,3.4,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,51.31726620661365,4.378136579035989,,,electricity,electricity,spores_hist_2023_6,17
BE,6,transmission_hvac:NL_2,1.7715182550025397,spores_hist_2023,NL_2,Transmission - Electricity HVAC,#795548,power_transmission.transmission,51.31726620661365,4.378136579035989,51.38011179173071,5.075031073065831,electricity,electricity,spores_hist_2023_6,17
DE,6,import_elc_interconnector,6.0,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,52.02040854483887,7.279926060167003,,,electricity,electricity,spores_hist_2023_6,17
DE,6,transmission_hvac:NL_1,3.164622669368606,spores_hist_2023,NL_1,Transmission - Electricity HVAC,#795548,power_transmission.transmission,52.02040854483887,7.279926060167003,51.96367578600893,6.807852774557378,electricity,electricity,spores_hist_2023_6,17
DK,6,import_elc_interconnector,0.7,spores_hist_2023,,Import - Electricity interconnection,#ffc107,crossborder_import.supply,55.4325571130993,8.401542890776913,,,electricity,electricity,spores_hist_2023_6,17
DK,6,transmission_hvdc:NL_4,0.7,spores_hist_2023,NL_4,Transmission - Electricity HVDC,#9c27b0,power_transmission.transmission,55.4325571130993,8.401542890776913,53.45675484627952,6.7449528847875175,electricity,electricity,spores_hist_2023_6,17
NL,6,bss_liion,3.5459260245011306,spores_hist_2023,,Battery storage - Lithium,#19122b,battery_systems.storage,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,bss_nas,0.0,spores_hist_2023,,Battery storage - NaS,#17344c,battery_systems.storage,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,bss_vanadium,0.0,spores_hist_2023,,Battery storage - Vanadium,#185b48,battery_systems.storage,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,co2_atmosphere,1219.0,spores_hist_2023,,CO2 - Atmospheric emissions,#ffc107,curtailment.demand,52.0883139998647,5.3291269064473,,,co2_emitted,co2_emitted,spores_hist_2023_6,17
NL,6,co2_storage,776.0,spores_hist_2023,,CO2 - Capture and storage,#ffc107,curtailment.demand,52.0883139998647,5.3291269064473,,,co2_pure,co2_pure,spores_hist_2023_6,17
NL,6,demand_elc,20.0,spores_hist_2023,,Firm demand - Electricity,#ffc107,demand,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,demand_gas,77.0,spores_hist_2023,,Firm demand - Gas,#607d8b,demand,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_6,17
NL,6,demand_hyd,6.0,spores_hist_2023,,Firm demand - Hydrogen,#3f51b5 ,demand,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_6,17
NL,6,electrolyser_alk,0.0,spores_hist_2023,,Electrolyser - Alkaline,#3c7632,electrolyser_plants.conversion,52.0883139998647,5.3291269064473,,,electricity,hydrogen,spores_hist_2023_6,17
NL,6,electrolyser_pem,0.0,spores_hist_2023,,Electrolyser - PEM,#7e7a36,electrolyser_plants.conversion,52.0883139998647,5.3291269064473,,,electricity,hydrogen,spores_hist_2023_6,17
NL,6,electrolyser_soe,0.0,spores_hist_2023,,Electrolyser - SOE,#bc7967,electrolyser_plants.conversion,52.0883139998647,5.3291269064473,,,electricity,hydrogen,spores_hist_2023_6,17
NL,6,free_transmission:NL_1,3.109714015354943,spores_hist_2023,NL_1,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,51.96367578600893,6.807852774557378,electricity,electricity,spores_hist_2023_6,17
NL,6,free_transmission:NL_2,1.7407810414053717,spores_hist_2023,NL_2,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,51.38011179173071,5.075031073065831,electricity,electricity,spores_hist_2023_6,17
NL,6,free_transmission:NL_3,2.9149784414746605,spores_hist_2023,NL_3,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,51.52388500203772,3.4380682444702297,electricity,electricity,spores_hist_2023_6,17
NL,6,free_transmission:NL_4,1.3912504699197137,spores_hist_2023,NL_4,Free power transmission,#808080,power_transmission.transmission,52.0883139998647,5.3291269064473,53.45675484627952,6.7449528847875175,electricity,electricity,spores_hist_2023_6,17
NL,6,import_ammonia_cracker,2.7228722788379613,spores_hist_2023,,Import - Ammonia cracker,#d486af,terminal_import.supply,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_6,17
NL,6,import_lng_terminal,72.20668596690756,spores_hist_2023,,Import - LNG terminal,#caa9e7,terminal_import.supply,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_6,17
NL,6,load_shedding_elc,0.0,spores_hist_2023,,Load shedding - Electricity,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,load_shedding_gas,0.0,spores_hist_2023,,Load shedding - Gas,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_6,17
NL,6,load_shedding_hyd,0.0,spores_hist_2023,,Load shedding - Hydrogen,#000000,load_shedding.supply,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_6,17
NL,6,pp_ccgt_gas,0.3421209197234572,spores_hist_2023,,CCGT - Gas,#c2d2f3,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_6,17
NL,6,pp_ccgt_gas_ccs,0.37085748027654,spores_hist_2023,,CCGT - Gas /w CCS,#d6f0ef,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_6,17
NL,6,pp_ccgt_hyd,0.0,spores_hist_2023,,CCGT - Hydrogen,#19122b,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,hydrogen,electricity,spores_hist_2023_6,17
NL,6,pp_nuclear_gen3,0.0,spores_hist_2023,,Nuclear - Gen III,#00bcd4,solid_fuel_power_plants.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,pp_nuclear_smr,3.051549364036093,spores_hist_2023,,Nuclear - SMR,#009688,solid_fuel_power_plants.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,pp_ocgt_gas,1.690195482557406,spores_hist_2023,,OCGT - Gas,#17344c,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,electricity,spores_hist_2023_6,17
NL,6,pp_ocgt_hyd,0.2039245595276232,spores_hist_2023,,OCGT - Hydrogen,#185b48,gas_fired_power_plants.conversion_plus,52.0883139998647,5.3291269064473,,,hydrogen,electricity,spores_hist_2023_6,17
NL,6,pv_rooftop,0.0,spores_hist_2023,,Renewables - Rooftop PV,#ffeb3b,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,pv_utility,1.9162707844364173,spores_hist_2023,,Renewables - Utility PV,#cddc39,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,reformer_atr_ccs_98,0.0,spores_hist_2023,,Reformer - ATR /w CCS,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_6,17
NL,6,reformer_smr,0.0,spores_hist_2023,,Reformer - SMR,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_6,17
NL,6,reformer_smr_ccs_90,2.998890581288578,spores_hist_2023,,Reformer - SMR /w CCS,#b8bd20,reformer_plants.conversion_plus,52.0883139998647,5.3291269064473,,,gas,hydrogen,spores_hist_2023_6,17
NL,6,saltcavern_gas,3.75,spores_hist_2023,,Salt cavern - Gas,#7e7a36,saltcavern_systems.storage,52.0883139998647,5.3291269064473,,,gas,gas,spores_hist_2023_6,17
NL,6,saltcavern_hyd,0.5857778132088063,spores_hist_2023,,Salt cavern - Hydrogen,#bc7967,saltcavern_systems.storage,52.0883139998647,5.3291269064473,,,hydrogen,hydrogen,spores_hist_2023_6,17
NL,6,wind_offshore,1.8969496552544405,spores_hist_2023,,Wind farm - offshore,#4caf50,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
NL,6,wind_onshore,2.587366143211713,spores_hist_2023,,Wind farm - onshore,#8bc34a,renewables.supply,52.0883139998647,5.3291269064473,,,electricity,electricity,spores_hist_2023_6,17
